date,series_id,forecast,lower_bound,upper_bound
2016-05-23,HOBBIES_1_006_CA_1,0.17838501802771614,0.0,3.2452395157204155
2016-05-24,HOBBIES_1_006_CA_1,0.2959867900990078,0.0,3.362841287791707
2016-05-25,HOBBIES_1_006_CA_1,0.24042033736685456,0.0,3.307274835059554
2016-05-26,HOBBIES_1_006_CA_1,0.19081241990860745,0.0,3.257666917601307
2016-05-27,HOBBIES_1_006_CA_1,0.34425824082213957,0.0,3.4111127385148388
2016-05-28,HOBBIES_1_006_CA_1,1.0026341528175011,0.0,4.0694886505102
2016-05-29,HOBBIES_1_006_CA_1,0.7601015631376539,0.0,3.8269560608303532
2016-05-30,HOBBIES_1_006_CA_1,0.3413336869456155,0.0,3.408188184638315
2016-05-31,HOBBIES_1_006_CA_1,0.3415912795236393,0.0,3.408445777216339
2016-06-01,HOBBIES_1_006_CA_1,0.26068772095351544,0.0,3.3275422186462147
2016-06-02,HOBBIES_1_006_CA_1,0.22708107821332696,0.0,3.2939355759060263
2016-06-03,HOBBIES_1_006_CA_1,0.6167673662831248,0.0,3.683621863975824
2016-06-04,HOBBIES_1_006_CA_1,0.9188618735269136,0.0,3.985716371219613
2016-06-05,HOBBIES_1_006_CA_1,0.7966823262491965,0.0,3.863536823941896
2016-06-06,HOBBIES_1_006_CA_1,0.18328950654849746,0.0,3.250144004241197
2016-06-07,HOBBIES_1_006_CA_1,0.15019510397429403,0.0,3.2170496016669934
2016-06-08,HOBBIES_1_006_CA_1,0.06506239213403833,0.0,3.1319168898267375
2016-06-09,HOBBIES_1_006_CA_1,0.06506239213403833,0.0,3.1319168898267375
2016-06-10,HOBBIES_1_006_CA_1,0.4232703743188335,0.0,3.490124872011533
2016-06-11,HOBBIES_1_006_CA_1,0.5986282326184593,0.0,3.6654827303111586
2016-06-12,HOBBIES_1_006_CA_1,0.5986282326184593,0.0,3.6654827303111586
2016-06-13,HOBBIES_1_006_CA_1,0.02578217849680957,0.0,3.092636676189509
2016-06-14,HOBBIES_1_006_CA_1,0.025519110158298636,0.0,3.092373607850998
2016-06-15,HOBBIES_1_006_CA_1,0.025519110158298636,0.0,3.092373607850998
2016-06-16,HOBBIES_1_006_CA_1,0.025519110158298636,0.0,3.092373607850998
2016-06-17,HOBBIES_1_006_CA_1,0.4232813285390994,0.0,3.4901358262317985
2016-06-18,HOBBIES_1_006_CA_1,0.5591258555181352,0.0,3.6259803532108346
2016-06-19,HOBBIES_1_006_CA_1,0.5591168859885574,0.0,3.6259713836812564
