date,series_id,forecast,lower_bound,upper_bound
2016-05-23,HOBBIES_1_007_CA_1,0.0,0.0,3.0668544976926992
2016-05-24,HOBBIES_1_007_CA_1,0.0,0.0,3.0668544976926992
2016-05-25,HOBBIES_1_007_CA_1,0.0,0.0,3.0668544976926992
2016-05-26,HOBBIES_1_007_CA_1,0.0,0.0,3.0668544976926992
2016-05-27,HOBBIES_1_007_CA_1,7.784054529006129e-05,0.0,3.066932338237989
2016-05-28,HOBBIES_1_007_CA_1,0.0,0.0,3.0668544976926992
2016-05-29,HOBBIES_1_007_CA_1,0.00010353953974890653,0.0,3.0669580372324483
2016-05-30,HOBBIES_1_007_CA_1,4.754353157759797e-06,0.0,3.066859252045857
2016-05-31,HOBBIES_1_007_CA_1,4.754353157759797e-06,0.0,3.066859252045857
2016-06-01,HOBBIES_1_007_CA_1,4.754353157759797e-06,0.0,3.066859252045857
2016-06-02,HOBBIES_1_007_CA_1,4.754353157759797e-06,0.0,3.066859252045857
2016-06-03,HOBBIES_1_007_CA_1,3.393624099043307e-05,0.0,3.0668884339336895
2016-06-04,HOBBIES_1_007_CA_1,0.0,0.0,3.0668544976926992
2016-06-05,HOBBIES_1_007_CA_1,0.0001274458250928154,0.0,3.066981943517792
2016-06-06,HOBBIES_1_007_CA_1,4.727175097281886e-06,0.0,3.0668592248677964
2016-06-07,HOBBIES_1_007_CA_1,4.727175097281886e-06,0.0,3.0668592248677964
2016-06-08,HOBBIES_1_007_CA_1,4.727175097281886e-06,0.0,3.0668592248677964
2016-06-09,HOBBIES_1_007_CA_1,4.727175097281886e-06,0.0,3.0668592248677964
2016-06-10,HOBBIES_1_007_CA_1,0.0,0.0,3.0668544976926992
2016-06-11,HOBBIES_1_007_CA_1,5.8253229380787496e-05,0.0,3.06691275092208
2016-06-12,HOBBIES_1_007_CA_1,0.0,0.0,3.0668544976926992
2016-06-13,HOBBIES_1_007_CA_1,0.0,0.0,3.0668544976926992
2016-06-14,HOBBIES_1_007_CA_1,0.0,0.0,3.0668544976926992
2016-06-15,HOBBIES_1_007_CA_1,0.0,0.0,3.0668544976926992
2016-06-16,HOBBIES_1_007_CA_1,0.0,0.0,3.0668544976926992
2016-06-17,HOBBIES_1_007_CA_1,0.00013640957993966364,0.0,3.066990907272639
2016-06-18,HOBBIES_1_007_CA_1,0.0014962103868001932,0.0,3.0683507080794996
2016-06-19,HOBBIES_1_007_CA_1,0.0015373995763332954,0.0,3.0683918972690325
