date,series_id,forecast,lower_bound,upper_bound
2016-05-23,HOBBIES_1_005_CA_1,0.8159563366176498,0.0,3.882810834310349
2016-05-24,HOBBIES_1_005_CA_1,0.8481376758203174,0.0,3.9149921735130166
2016-05-25,HOBBIES_1_005_CA_1,0.9515484203986946,0.0,4.018402918091394
2016-05-26,HOBBIES_1_005_CA_1,0.8482243001360918,0.0,3.915078797828791
2016-05-27,HOBBIES_1_005_CA_1,1.0080699740308097,0.0,4.074924471723509
2016-05-28,HOBBIES_1_005_CA_1,1.1171831502471854,0.0,4.184037647939885
2016-05-29,HOBBIES_1_005_CA_1,1.1154565634678917,0.0,4.182311061160591
2016-05-30,HOBBIES_1_005_CA_1,0.8181002585498085,0.0,3.8849547562425077
2016-05-31,HOBBIES_1_005_CA_1,0.7085730689607426,0.0,3.775427566653442
2016-06-01,HOBBIES_1_005_CA_1,0.7091144947656186,0.0,3.775968992458318
2016-06-02,HOBBIES_1_005_CA_1,0.7082031885337663,0.0,3.7750576862264653
2016-06-03,HOBBIES_1_005_CA_1,0.9617073349133209,0.0,4.02856183260602
2016-06-04,HOBBIES_1_005_CA_1,1.118640183767575,0.0,4.185494681460274
2016-06-05,HOBBIES_1_005_CA_1,1.118640183767575,0.0,4.185494681460274
2016-06-06,HOBBIES_1_005_CA_1,0.6445393636320317,0.0,3.711393861324731
2016-06-07,HOBBIES_1_005_CA_1,0.6127494817618073,0.0,3.6796039794545066
2016-06-08,HOBBIES_1_005_CA_1,0.5337834041042365,0.0,3.6006379017969357
2016-06-09,HOBBIES_1_005_CA_1,0.522937103825945,0.0,3.589791601518644
2016-06-10,HOBBIES_1_005_CA_1,0.898756074433903,0.0,3.9656105721266024
2016-06-11,HOBBIES_1_005_CA_1,0.9423878747146663,0.0,4.009242372407366
2016-06-12,HOBBIES_1_005_CA_1,0.9423911150962836,0.0,4.009245612788983
2016-06-13,HOBBIES_1_005_CA_1,0.5335649963617379,0.0,3.600419494054437
2016-06-14,HOBBIES_1_005_CA_1,0.5224068065146192,0.0,3.5892613042073185
2016-06-15,HOBBIES_1_005_CA_1,0.5224068065146192,0.0,3.5892613042073185
2016-06-16,HOBBIES_1_005_CA_1,0.5224068065146192,0.0,3.5892613042073185
2016-06-17,HOBBIES_1_005_CA_1,0.9381360147855665,0.0,4.004990512478265
2016-06-18,HOBBIES_1_005_CA_1,0.8639155564460121,0.0,3.930770054138711
2016-06-19,HOBBIES_1_005_CA_1,0.8626481784015461,0.0,3.9295026760942453
