date,series_id,forecast,lower_bound,upper_bound
2016-05-23,HOBBIES_1_001_CA_1,0.9452316915295094,0.0,4.012086189222209
2016-05-24,HOBBIES_1_001_CA_1,0.9131380161833004,0.0,3.9799925138759997
2016-05-25,HOBBIES_1_001_CA_1,0.9475050487231412,0.0,4.01435954641584
2016-05-26,HOBBIES_1_001_CA_1,0.9630799933194707,0.0,4.02993449101217
2016-05-27,HOBBIES_1_001_CA_1,1.0108266870485738,0.0,4.077681184741273
2016-05-28,HOBBIES_1_001_CA_1,0.9332709985613575,0.0,4.000125496254057
2016-05-29,HOBBIES_1_001_CA_1,0.9174718490061108,0.0,3.98432634669881
2016-05-30,HOBBIES_1_001_CA_1,0.7084758955118167,0.0,3.775330393204516
2016-05-31,HOBBIES_1_001_CA_1,0.6960723956155341,0.0,3.7629268933082334
2016-06-01,HOBBIES_1_001_CA_1,0.7022603702174756,0.0,3.769114867910175
2016-06-02,HOBBIES_1_001_CA_1,0.7011494622657484,0.0,3.7680039599584476
2016-06-03,HOBBIES_1_001_CA_1,0.8131587475846598,0.0,3.8800132452773592
2016-06-04,HOBBIES_1_001_CA_1,0.9272332061004157,0.0,3.994087703793115
2016-06-05,HOBBIES_1_001_CA_1,0.9213647202510397,0.0,3.988219217943739
2016-06-06,HOBBIES_1_001_CA_1,0.7191352506518601,0.0,3.7859897483445595
2016-06-07,HOBBIES_1_001_CA_1,0.7177612743616222,0.0,3.7846157720543214
2016-06-08,HOBBIES_1_001_CA_1,0.7188721823133494,0.0,3.7857266800060487
2016-06-09,HOBBIES_1_001_CA_1,0.6685441137616178,0.0,3.735398611454317
2016-06-10,HOBBIES_1_001_CA_1,0.8129642043038893,0.0,3.8798187019965886
2016-06-11,HOBBIES_1_001_CA_1,0.9235177979110258,0.0,3.9903722956037253
2016-06-12,HOBBIES_1_001_CA_1,0.9231770315044563,0.0,3.9900315291971555
2016-06-13,HOBBIES_1_001_CA_1,0.5334382867517934,0.0,3.6002927844444925
2016-06-14,HOBBIES_1_001_CA_1,0.5331752184132824,0.0,3.6000297161059818
2016-06-15,HOBBIES_1_001_CA_1,0.5331752184132824,0.0,3.6000297161059818
2016-06-16,HOBBIES_1_001_CA_1,0.5331752184132824,0.0,3.6000297161059818
2016-06-17,HOBBIES_1_001_CA_1,0.9214810517886926,0.0,3.9883355494813917
2016-06-18,HOBBIES_1_001_CA_1,0.8863094336912786,0.0,3.953163931383978
2016-06-19,HOBBIES_1_001_CA_1,0.8850420556468124,0.0,3.9518965533395116
